beta,gamma,reproduction_number,s0,i0,r0,max_infected,time_to_peak,final_removed,max_population_deviation
0.6142857142857143,0.1,6.142857142857143,0.9359999999999999,0.064,0.0,0.552429237002316,8.6,0.9972853660036102,5.551115123125783e-16
0.6142857142857143,0.1,6.142857142857143,0.918,0.082,0.0,0.5555299866750193,8.0,0.9973595552176052,1.1102230246251565e-15
0.6142857142857143,0.1,6.142857142857143,0.9,0.1,0.0,0.5588137810280945,7.6000000000000005,0.9974260620896856,8.881784197001252e-16
0.6142857142857143,0.15000000000000002,4.095238095238095,0.99,0.01,0.0,0.41397318987039444,12.600000000000001,0.9822140186163778,6.661338147750939e-16
0.6142857142857143,0.15000000000000002,4.095238095238095,0.972,0.028000000000000004,0.0,0.41840893515211997,10.200000000000001,0.9825799785908227,8.881784197001252e-16
0.6142857142857143,0.15000000000000002,4.095238095238095,0.954,0.046000000000000006,0.0,0.4229494140027689,9.200000000000001,0.9829336336332763,9.992007221626409e-16
0.6142857142857143,0.15000000000000002,4.095238095238095,0.9359999999999999,0.064,0.0,0.427596945170551,8.4,0.9832833467171801,4.440892098500626e-16
0.6142857142857143,0.15000000000000002,4.095238095238095,0.918,0.082,0.0,0.4323462647450685,7.6000000000000005,0.9836307373948334,4.440892098500626e-16
0.6142857142857143,0.15000000000000002,4.095238095238095,0.9,0.1,0.0,0.4372431499074986,7.2,0.9839764234147667,7.771561172376096e-16
0.6142857142857143,0.2,3.0714285714285716,0.99,0.01,0.0,0.3123000723835535,13.0,0.9457952147584165,4.440892098500626e-16
0.6142857142857143,0.2,3.0714285714285716,0.972,0.028000000000000004,0.0,0.31824681453936254,10.4,0.946977436927659,8.881784197001252e-16
0.6142857142857143,0.2,3.0714285714285716,0.954,0.046000000000000006,0.0,0.32436680497509274,9.0,0.9481479305729265,1.1102230246251565e-15
0.6142857142857143,0.2,3.0714285714285716,0.9359999999999999,0.064,0.0,0.3305254301356223,8.0,0.949308628178108,8.881784197001252e-16
0.6142857142857143,0.2,3.0714285714285716,0.918,0.082,0.0,0.33688603947655715,7.4,0.9504601546799102,8.881784197001252e-16
0.6142857142857143,0.2,3.0714285714285716,0.9,0.1,0.0,0.34333877106519894,6.800000000000001,0.9516028023615076,4.440892098500626e-16
0.6142857142857143,0.25,2.4571428571428573,0.99,0.01,0.0,0.23118234182871042,13.4,0.8884276509924924,6.661338147750939e-16
0.6142857142857143,0.25,2.4571428571428573,0.972,0.028000000000000004,0.0,0.23867257474368198,10.4,0.8912026068353044,8.881784197001252e-16
0.6142857142857143,0.25,2.4571428571428573,0.954,0.046000000000000006,0.0,0.2462483483286358,9.0,0.8939320719046396,4.440892098500626e-16
0.6142857142857143,0.25,2.4571428571428573,0.9359999999999999,0.064,0.0,0.254026805765885,7.800000000000001,0.896619275749969,7.771561172376096e-16
0.6142857142857143,0.25,2.4571428571428573,0.918,0.082,0.0,0.26193444393859433,7.0,0.8992656971153216,6.661338147750939e-16
0.6142857142857143,0.25,2.4571428571428573,0.9,0.1,0.0,0.2699999179241707,6.4,0.9018728805676224,4.440892098500626e-16
0.6142857142857143,0.3,2.047619047619048,0.99,0.01,0.0,0.16650673935744445,14.200000000000001,0.8124319591168284,1.1102230246251565e-15
0.6142857142857143,0.3,2.047619047619048,0.972,0.028000000000000004,0.0,0.17546960345151308,10.600000000000001,0.8178908505570103,8.881784197001252e-16
0.6142857142857143,0.3,2.047619047619048,0.954,0.046000000000000006,0.0,0.18459657035338298,8.8,0.8231953268319191,4.440892098500626e-16
0.6142857142857143,0.3,2.047619047619048,0.9359999999999999,0.064,0.0,0.19388978401387083,7.6000000000000005,0.8283562592933744,4.440892098500626e-16
0.6142857142857143,0.3,2.047619047619048,0.918,0.082,0.0,0.2033854933696439,6.6000000000000005,0.8333823471112758,1.2212453270876722e-15
0.6142857142857143,0.3,2.047619047619048,0.9,0.1,0.0,0.21304259727788594,5.800000000000001,0.8382818836542427,4.440892098500626e-16
0.7071428571428572,0.05,14.142857142857142,0.99,0.01,0.0,0.7426906498454083,11.200000000000001,0.9736977990701877,6.661338147750939e-16
0.7071428571428572,0.05,14.142857142857142,0.972,0.028000000000000004,0.0,0.7439848384150574,9.600000000000001,0.9756892665140358,4.440892098500626e-16
0.7071428571428572,0.05,14.142857142857142,0.954,0.046000000000000006,0.0,0.7453099285022589,8.8,0.9765993146249918,6.661338147750939e-16
0.7071428571428572,0.05,14.142857142857142,0.9359999999999999,0.064,0.0,0.746655662659639,8.200000000000001,0.9771881417637136,6.661338147750939e-16
0.7071428571428572,0.05,14.142857142857142,0.918,0.082,0.0,0.7480365007636903,7.800000000000001,0.9776218522224949,6.661338147750939e-16
0.7071428571428572,0.05,14.142857142857142,0.9,0.1,0.0,0.7493874093271086,7.4,0.9779643164596346,4.440892098500626e-16
0.7071428571428572,0.1,7.071428571428571,0.99,0.01,0.0,0.5833546848365112,10.8,0.9983565017911945,6.661338147750939e-16
0.7071428571428572,0.1,7.071428571428571,0.972,0.028000000000000004,0.0,0.5858846426238123,9.0,0.9984981985379453,1.3322676295501878e-15
0.7071428571428572,0.1,7.071428571428571,0.954,0.046000000000000006,0.0,0.5886054120009564,8.200000000000001,0.99856811498853,9.992007221626409e-16
0.7071428571428572,0.1,7.071428571428571,0.9359999999999999,0.064,0.0,0.5912991508149907,7.6000000000000005,0.9986178372810564,5.551115123125783e-16
0.7071428571428572,0.1,7.071428571428571,0.918,0.082,0.0,0.594015128585959,7.2,0.9986580960072987,9.992007221626409e-16
0.7071428571428572,0.1,7.071428571428571,0.9,0.1,0.0,0.5968374738990765,6.800000000000001,0.9986928915803353,4.440892098500626e-16
0.7071428571428572,0.15000000000000002,4.7142857142857135,0.99,0.01,0.0,0.4610021441191714,10.8,0.9906952587365634,6.661338147750939e-16
0.7071428571428572,0.15000000000000002,4.7142857142857135,0.972,0.028000000000000004,0.0,0.46490169213641924,9.0,0.9908809291895255,1.1102230246251565e-15
0.7071428571428572,0.15000000000000002,4.7142857142857135,0.954,0.046000000000000006,0.0,0.46890184581325345,8.0,0.9910607081931401,1.3322676295501878e-15
0.7071428571428572,0.15000000000000002,4.7142857142857135,0.9359999999999999,0.064,0.0,0.4728585922906405,7.4,0.9912386952770375,4.440892098500626e-16
0.7071428571428572,0.15000000000000002,4.7142857142857135,0.918,0.082,0.0,0.47707049094004833,6.800000000000001,0.991415778659419,8.881784197001252e-16
0.7071428571428572,0.15000000000000002,4.7142857142857135,0.9,0.1,0.0,0.4812659102718972,6.4,0.9915921713272928,1.3322676295501878e-15
0.7071428571428572,0.2,3.5357142857142856,0.99,0.01,0.0,0.3627253432323379,11.0,0.9676678310753555,5.551115123125783e-16
0.7071428571428572,0.2,3.5357142857142856,0.972,0.028000000000000004,0.0,0.36792790719433105,9.0,0.9683315844199575,4.440892098500626e-16
0.7071428571428572,0.2,3.5357142857142856,0.954,0.046000000000000006,0.0,0.3732192284673221,7.800000000000001,0.9689909405151635,6.661338147750939e-16
0.7071428571428572,0.2,3.5357142857142856,0.9359999999999999,0.064,0.0,0.37857536116303525,7.2,0.9696469885329255,6.661338147750939e-16
0.7071428571428572,0.2,3.5357142857142856,0.918,0.082,0.0,0.38410396462606183,6.6000000000000005,0.970299976587997,6.661338147750939e-16
0.7071428571428572,0.2,3.5357142857142856,0.9,0.1,0.0,0.38967599077357806,6.0,0.9709498275292846,2.3314683517128287e-15
0.7071428571428572,0.25,2.8285714285714287,0.99,0.01,0.0,0.28237929266271805,11.4,0.9283619631743274,8.881784197001252e-16
0.7071428571428572,0.25,2.8285714285714287,0.972,0.028000000000000004,0.0,0.28886532668352616,9.0,0.929988092085709,7.771561172376096e-16
0.7071428571428572,0.25,2.8285714285714287,0.954,0.046000000000000006,0.0,0.295472255093012,7.800000000000001,0.9315976486343701,9.992007221626409e-16
0.7071428571428572,0.25,2.8285714285714287,0.9359999999999999,0.064,0.0,0.30219111722788927,7.0,0.9331911047738621,6.661338147750939e-16
0.7071428571428572,0.25,2.8285714285714287,0.918,0.082,0.0,0.30900678183699426,6.4,0.9347688225506537,2.220446049250313e-16
0.7071428571428572,0.25,2.8285714285714287,0.9,0.1,0.0,0.31607192008364615,5.800000000000001,0.9363310886344697,6.661338147750939e-16
0.7071428571428572,0.3,2.357142857142857,0.99,0.01,0.0,0.21621662831636715,11.8,0.8737816720746225,6.661338147750939e-16
0.7071428571428572,0.3,2.357142857142857,0.972,0.028000000000000004,0.0,0.22395250107328846,9.0,0.8770200103374355,1.1102230246251565e-15
0.7071428571428572,0.3,2.357142857142857,0.954,0.046000000000000006,0.0,0.23189574492978984,7.800000000000001,0.880200243367879,6.661338147750939e-16
0.7071428571428572,0.3,2.357142857142857,0.9359999999999999,0.064,0.0,0.24000935501456544,6.800000000000001,0.8833246145269776,8.881784197001252e-16
0.7071428571428572,0.3,2.357142857142857,0.918,0.082,0.0,0.2482383003134313,6.0,0.8863954129622071,7.771561172376096e-16
0.7071428571428572,0.3,2.357142857142857,0.9,0.1,0.0,0.25663271873161114,5.4,0.8894147978780219,7.771561172376096e-16
0.8,0.05,16.0,0.99,0.01,0.0,0.7648432504592608,10.0,0.9748922555994677,4.440892098500626e-16
0.8,0.05,16.0,0.972,0.028000000000000004,0.0,0.7659849643534368,8.6,0.9765638911862439,8.881784197001252e-16
0.8,0.05,16.0,0.954,0.046000000000000006,0.0,0.7671382206798509,7.800000000000001,0.9773329048070346,6.661338147750939e-16
0.8,0.05,16.0,0.9359999999999999,0.064,0.0,0.768367174033204,7.4,0.9778321970750402,6.661338147750939e-16
0.8,0.05,16.0,0.918,0.082,0.0,0.7695791570765294,7.0,0.9782008138116326,8.881784197001252e-16
0.8,0.05,16.0,0.9,0.1,0.0,0.7707515941489805,6.800000000000001,0.9784923854956994,1.2212453270876722e-15
0.8,0.1,8.0,0.99,0.01,0.0,0.6163031894912607,9.600000000000001,0.9989737523844323,4.440892098500626e-16
0.8,0.1,8.0,0.972,0.028000000000000004,0.0,0.6184832651481414,8.0,0.9990758139224034,7.771561172376096e-16
0.8,0.1,8.0,0.954,0.046000000000000006,0.0,0.6208632044914162,7.4,0.9991238425153081,9.992007221626409e-16
0.8,0.1,8.0,0.9359999999999999,0.064,0.0,0.6233121287940108,6.800000000000001,0.9991564818691376,6.661338147750939e-16
0.8,0.1,8.0,0.918,0.082,0.0,0.6257391416745391,6.4,0.999181847046819,4.440892098500626e-16
0.8,0.1,8.0,0.9,0.1,0.0,0.6280871603869762,6.0,0.9992029995048922,5.551115123125783e-16
0.8,0.15000000000000002,5.333333333333333,0.99,0.01,0.0,0.5004526170577088,9.600000000000001,0.9950734663156044,8.881784197001252e-16
0.8,0.15000000000000002,5.333333333333333,0.972,0.028000000000000004,0.0,0.5038223099223798,8.0,0.9951707174907766,1.1102230246251565e-15
0.8,0.15000000000000002,5.333333333333333,0.954,0.046000000000000006,0.0,0.5072687070764794,7.2,0.9952645795615263,7.771561172376096e-16
0.8,0.15000000000000002,5.333333333333333,0.9359999999999999,0.064,0.0,0.5109247992190367,6.6000000000000005,0.9953574484770403,8.881784197001252e-16
0.8,0.15000000000000002,5.333333333333333,0.918,0.082,0.0,0.51447755961881,6.2,0.9954497953964797,6.661338147750939e-16
0.8,0.15000000000000002,5.333333333333333,0.9,0.1,0.0,0.5182887572349845,5.800000000000001,0.9955418903988696,4.440892098500626e-16
0.8,0.2,4.0,0.99,0.01,0.0,0.4057726603497415,9.600000000000001,0.9803989851571298,4.440892098500626e-16
0.8,0.2,4.0,0.972,0.028000000000000004,0.0,0.410355770776459,7.800000000000001,0.9807855063268328,8.881784197001252e-16
0.8,0.2,4.0,0.954,0.046000000000000006,0.0,0.41513611097282077,7.0,0.9811707483074517,1.3322676295501878e-15
0.8,0.2,4.0,0.9359999999999999,0.064,0.0,0.41988462937719007,6.4,0.981554791064836,8.881784197001252e-16
0.8,0.2,4.0,0.918,0.082,0.0,0.4246499194656558,5.800000000000001,0.9819377915255871,6.661338147750939e-16
0.8,0.2,4.0,0.9,0.1,0.0,0.4295875424797425,5.4,0.9823193575873467,6.661338147750939e-16
0.8,0.25,3.2,0.99,0.01,0.0,0.3269919283109568,10.0,0.9531293155033247,6.661338147750939e-16
0.8,0.25,3.2,0.972,0.028000000000000004,0.0,0.3327562643236838,8.0,0.954129393789231,6.661338147750939e-16
0.8,0.25,3.2,0.954,0.046000000000000006,0.0,0.33859740934798593,7.0,0.9551225013692789,4.440892098500626e-16
0.8,0.25,3.2,0.9359999999999999,0.064,0.0,0.344611558064191,6.2,0.9561090909725123,4.440892098500626e-16
0.8,0.25,3.2,0.918,0.082,0.0,0.3505721215934974,5.800000000000001,0.9570889301712016,6.661338147750939e-16
0.8,0.25,3.2,0.9,0.1,0.0,0.35683017707649384,5.2,0.9580623587034505,1.3322676295501878e-15
0.8,0.3,2.666666666666667,0.99,0.01,0.0,0.26090531114168375,10.200000000000001,0.9133419474444194,5.551115123125783e-16
0.8,0.3,2.666666666666667,0.972,0.028000000000000004,0.0,0.2677834120743794,8.0,0.9153798385574533,4.440892098500626e-16
0.8,0.3,2.666666666666667,0.954,0.046000000000000006,0.0,0.2747519564666109,6.800000000000001,0.9173928977588646,4.440892098500626e-16
0.8,0.3,2.666666666666667,0.9359999999999999,0.064,0.0,0.2818490018700185,6.2,0.9193818585519107,9.992007221626409e-16
0.8,0.3,2.666666666666667,0.918,0.082,0.0,0.28914459583450547,5.6000000000000005,0.9213473448030235,6.661338147750939e-16
0.8,0.3,2.666666666666667,0.9,0.1,0.0,0.29663753646111624,5.0,0.9232897978350045,4.440892098500626e-16
